Date,Stop Ref,Time,Subject,Reason for Stop,Outcome,Outcome Reason,Apparent Age,Gender,Ethnic Appearance Code,EA Group,Self-defined Ethnicity Code,SDE Group,,
07/07/2021,YRZS00104032,18:15:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),4 Arrested,R Road Traffic Offences                           ,25,M                                                 ,2 White - South European                          ,White,W9 Any other Wh,White,,
08/07/2021,YRZS00104036,20:11:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,18,M                                                 ,2 White - South European                          ,White,O9 Any other et,Other,,
08/07/2021,YRZS00104044,22:20:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),4 Arrested,O Other Offence (not listed above),25,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
08/07/2021,YRZS00104035,16:40:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),12 Postal Charge Requisition / Summons,B Drugs                                           ,23,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
08/07/2021,YRZS00104053,07:05:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),4 Arrested,B Drugs                                           ,19,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
08/07/2021,YRZS00104058,20:30:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),13 Community resolution,B Drugs                                           ,16,M                                                 ,4 Asian                                           ,Asian,A3 Bangladeshi,Asian,,
08/07/2021,YRZS00104054,20:00:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),13 Community resolution,B Drugs                                           ,16,M                                                 ,4 Asian                                           ,Asian,A9 Any other As,Asian,,
08/07/2021,YRZS00104057,19:25:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,22,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
08/07/2021,YRZS00104039,18:04:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,19,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
08/07/2021,YRZS00104055,18:04:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,17,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
08/07/2021,YRZS00104041,22:11:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,18,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
08/07/2021,YEZS00094425,20:00:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,18,M                                                 ,4 Asian                                           ,Asian,A9 Any other As,Asian,,
08/07/2021,YRZS00104049,23:30:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),13 Community resolution,O Other Offence (not listed above),22,M                                                 ,6 Middle Eastern                                  ,Other,B2 African,Black,,
08/07/2021,YRZS00104176,16:04:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),4 Arrested,P Public Order Offences (inc s.1-5 POA Drunkeness Assault on Police & Breach of the Peace),35,M                                                 ,1 White - North European                          ,White,W1 British,White,,
08/07/2021,YRZS00104048,19:12:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),4 Arrested,T Theft Fraud & Counterfeit Offences             ,20,M                                                 ,2 White - South European                          ,White,W9 Any other Wh,White,,
08/07/2021,YRZS00104050,19:10:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),4 Arrested,W Criminal Justice Offences (inc Recall Wanted Circulations Wanted on Warrant & Bail Act offences),28,M                                                 ,1 White - North European                          ,White,N4 Person decli,Other,,
08/07/2021,YRZS00104034,16:30:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),12 Postal Charge Requisition / Summons,B Drugs                                           ,23,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
08/07/2021,YRZS00104042,17:00:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,16,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
08/07/2021,YRZS00104047,17:00:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,16,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
08/07/2021,YRZS00104157,21:35:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,19,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
08/07/2021,YRZS00104040,16:55:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,18,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
08/07/2021,YRZS00104046,17:05:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,18,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
08/07/2021,YRZS00104045,17:00:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,18,M                                                 ,4 Asian                                           ,Asian,N4 Person decli,Other,,
08/07/2021,YRZS00104043,17:20:00,Person and Vehicle                                                                                                                                                                                                                                             ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),4 Arrested,T Theft Fraud & Counterfeit Offences             ,14,M                                                 ,3 Black                                           ,Black,N3 Person does,Other,,
08/07/2021,YRZS00104056,18:59:00,Person                                                                                                                                                                                                                                                         ,Y Psychoactive Substances,1 No further action,Not Applicable                                    ,17,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
09/07/2021,YRZS00104064,18:14:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),12 Postal Charge Requisition / Summons,B Drugs                                           ,22,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
09/07/2021,YRZS00104069,19:51:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,28,M                                                 ,1 White - North European                          ,White,N3 Person does,Other,,
09/07/2021,YRZS00104067,19:50:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,30,M                                                 ,1 White - North European                          ,White,N4 Person decli,Other,,
09/07/2021,YRZS00104061,19:50:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,29,M                                                 ,1 White - North European                          ,White,W1 British,White,,
09/07/2021,YRZS00104059,17:00:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,25,M                                                 ,2 White - South European                          ,White,W9 Any other Wh,White,,
09/07/2021,YRZS00104063,17:30:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,17,M                                                 ,3 Black                                           ,Black,B1 Caribbean,Black,,
09/07/2021,YRZS00104068,19:55:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,19,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
09/07/2021,YRZS00104062,18:14:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,22,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
09/07/2021,YRZS00104060,15:10:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,22,M                                                 ,4 Asian                                           ,Asian,W9 Any other Wh,White,,
09/07/2021,YRZS00104051,02:00:00,Person and Vehicle                                                                                                                                                                                                                                             ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),4 Arrested,D Weapons Points & Blades Offences               ,16,M                                                 ,2 White - South European                          ,White,N4 Person decli,Other,,
09/07/2021,YRZS00104065,18:53:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,19,M                                                 ,2 White - South European                          ,White,N4 Person decli,Other,,
09/07/2021,YRZS00104066,18:45:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,19,M                                                 ,4 Asian                                           ,Asian,A3 Bangladeshi,Asian,,
09/07/2021,YRZS00104151,02:30:00,Person and Vehicle                                                                                                                                                                                                                                             ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),4 Arrested,V Violence (inc Common Assault ABH and GBH)      ,18,M                                                 ,2 White - South European                          ,White,M9 Any other mi,Other,,
09/07/2021,YRZS00104150,02:30:00,Person and Vehicle                                                                                                                                                                                                                                             ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),4 Arrested,V Violence (inc Common Assault ABH and GBH)      ,17,M                                                 ,2 White - South European                          ,White,M9 Any other mi,Other,,
09/07/2021,YRZS00104052,01:08:00,Person                                                                                                                                                                                                                                                         ,F Going equipped (s.1 PACE),1 No further action,Not Applicable                                    ,40,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
10/07/2021,YRZS00104073,19:00:00,Person                                                                                                                                                                                                                                                         ,A Stolen property (s.1 PACE),1 No further action,Not Applicable                                    ,38,F                                                 ,2 White - South European                          ,White,N3 Person does,Other,,
10/07/2021,YRZS00104086,23:30:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),11 Penalty Notice (PND/FPN),B Drugs                                           ,22,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
10/07/2021,YRZS00104079,22:31:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),13 Community resolution,B Drugs                                           ,20,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
10/07/2021,YRZS00104072,18:00:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),4 Arrested,B Drugs                                           ,15,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
10/07/2021,YRZS00104085,23:26:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),12 Postal Charge Requisition / Summons,B Drugs                                           ,21,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
10/07/2021,YRZS00104083,18:50:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),11 Penalty Notice (PND/FPN),B Drugs                                           ,22,M                                                 ,6 Middle Eastern                                  ,Other,O9 Any other et,Other,,
10/07/2021,YRZS00104082,22:15:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,34,M                                                 ,2 White - South European                          ,White,O9 Any other et,Other,,
10/07/2021,YRZS00104076,20:15:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,55,M                                                 ,3 Black                                           ,Black,B1 Caribbean,Black,,
10/07/2021,YRZS00104071,16:50:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,31,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
10/07/2021,YRZS00104081,20:15:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,33,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
10/07/2021,YRZS00104080,22:38:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,28,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
10/07/2021,YRZS00104074,21:00:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,22,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
10/07/2021,YRZS00104075,21:00:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,22,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
10/07/2021,YRZS00104078,20:10:00,Person and Vehicle                                                                                                                                                                                                                                             ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,17,M                                                 ,2 White - South European                          ,White,N2 Situation in,Other,,
10/07/2021,YRZS00104077,20:10:00,Person and Vehicle                                                                                                                                                                                                                                             ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,18,M                                                 ,2 White - South European                          ,White,O9 Any other et,Other,,
10/07/2021,YRZS00104070,19:15:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,15,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
11/07/2021,YRZS00104084,00:20:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),13 Community resolution,B Drugs                                           ,18,M                                                 ,2 White - South European                          ,White,W1 British,White,,
11/07/2021,YRZS00104087,12:11:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),4 Arrested,B Drugs                                           ,14,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
11/07/2021,YRZS00104092,22:35:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,23,M                                                 ,4 Asian                                           ,Asian,O9 Any other et,Other,,
11/07/2021,YRZS00104091,23:35:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,23,M                                                 ,4 Asian                                           ,Asian,O9 Any other et,Other,,
11/07/2021,YRZS00104090,16:54:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),4 Arrested,B Drugs                                           ,24,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
11/07/2021,YRZS00104089,23:10:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,22,M                                                 ,1 White - North European                          ,White,W1 British,White,,
12/07/2021,YRZS00104093,14:40:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),4 Arrested,B Drugs                                           ,40,M                                                 ,1 White - North European                          ,White,W1 British,White,,
12/07/2021,YRZS00104095,20:00:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),11 Penalty Notice (PND/FPN),B Drugs                                           ,24,M                                                 ,4 Asian                                           ,Asian,A9 Any other As,Asian,,
12/07/2021,YRZS00104094,21:36:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,17,M                                                 ,1 White - North European                          ,White,W1 British,White,,
12/07/2021,YRZS00104096,19:50:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,23,M                                                 ,2 White - South European                          ,White,O9 Any other et,Other,,
12/07/2021,YRZS00104101,20:00:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,23,M                                                 ,2 White - South European                          ,White,W9 Any other Wh,White,,
12/07/2021,YRZS00104100,20:00:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,22,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
12/07/2021,YRZS00104098,22:10:00,Person                                                                                                                                                                                                                                                         ,F Going equipped (s.1 PACE),1 No further action,Not Applicable                                    ,44,M                                                 ,1 White - North European                          ,White,W9 Any other Wh,White,,
12/07/2021,YRZS00104097,22:10:00,Person                                                                                                                                                                                                                                                         ,F Going equipped (s.1 PACE),1 No further action,Not Applicable                                    ,30,M                                                 ,2 White - South European                          ,White,N3 Person does,Other,,
13/07/2021,YEZS00094491,18:00:00,Person and Vehicle                                                                                                                                                                                                                                             ,A Stolen property (s.1 PACE),4 Arrested,B Drugs                                           ,33,M                                                 ,1 White - North European                          ,White,W1 British,White,,
13/07/2021,YRZS00104106,15:00:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),4 Arrested,B Drugs                                           ,19,F                                                 ,3 Black                                           ,Black,B2 African,Black,,
13/07/2021,YRZS00104110,15:00:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),4 Arrested,B Drugs                                           ,19,F                                                 ,3 Black                                           ,Black,B2 African,Black,,
13/07/2021,YRZS00104103,15:00:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),4 Arrested,B Drugs                                           ,20,M                                                 ,3 Black                                           ,Black,B1 Caribbean,Black,,
13/07/2021,YRZS00104104,15:00:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),4 Arrested,B Drugs                                           ,20,M                                                 ,3 Black                                           ,Black,B1 Caribbean,Black,,
13/07/2021,YRZS00104102,17:05:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),11 Penalty Notice (PND/FPN),B Drugs                                           ,22,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
13/07/2021,YEZS00094494,18:00:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),4 Arrested,B Drugs                                           ,26,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
13/07/2021,YRZS00104107,18:15:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,21,F                                                 ,1 White - North European                          ,White,O9 Any other et,Other,,
13/07/2021,YRZS00104109,18:05:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,24,M                                                 ,3 Black                                           ,Black,B1 Caribbean,Black,,
13/07/2021,YRZS00104105,17:55:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,33,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
13/07/2021,YRZS00104108,21:00:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,16,M                                                 ,4 Asian                                           ,Asian,M9 Any other mi,Other,,
13/07/2021,YRZS00104115,19:10:00,Person and Vehicle                                                                                                                                                                                                                                             ,C Firearms (s.47 Firearms Act),4 Arrested,O Other Offence (not listed above),42,M                                                 ,3 Black                                           ,Black,B1 Caribbean,Black,,
13/07/2021,YRZS00104119,21:17:00,Person and Vehicle                                                                                                                                                                                                                                             ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,25,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
13/07/2021,YRZS00104118,18:05:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,21,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
14/07/2021,YRZS00104120,16:45:00,Person                                                                                                                                                                                                                                                         ,A Stolen property (s.1 PACE),1 No further action,Not Applicable                                    ,16,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
